EilatYam
Date,Time,Temp,Humidity,Absolute,Barometric,Solar,Wind,Wind,Wind,Level,Temp,PAR,UV
12/08/15,23:00,33.9,23,8.6,1008.9,0,10,4,8.7,-12,28.1,0,0
12/08/15,24:00,33.2,24,8.6,1009.1,0,1,3,6,-18.9,28,0,0
13/08/15,01:00,31.9,28,9.5,1009.1,0,355,2.4,5.3,-16,27.9,0,0
13/08/15,02:00,30.8,33,10.5,1008.9,0,359,2.1,4,-5,27.9,0,0
13/08/15,03:00,28.9,48,13.8,1008.9,0,27,5,7.9,10.2,27.9,0,0
13/08/15,04:00,28.4,51,14.2,1008.8,0,33,4,6.7,25.9,27.9,0,0
13/08/15,05:00,27.8,56,14.9,1008.9,0,43,5.3,7.6,37.5,27.8,0,0
13/08/15,06:00,27.2,59,15.3,1009.1,30,37,5.9,8.5,44.5,27.8,82,4
13/08/15,07:00,27.2,59,15.4,1009.4,160,43,6.7,8.3,45.9,27.8,422,20
13/08/15,08:00,27.7,58,15.7,1009.5,421,45,7.6,10.9,37.8,27.8,824,47
13/08/15,09:00,28.3,56,15.5,1009.7,654,45,8.7,12.2,20.7,27.8,1203,78
13/08/15,10:00,29.3,51,14.9,1009.2,804,47,8.3,10.4,2.5,27.8,1512,106
13/08/15,11:00,30.7,43,13.6,1008.6,884,47,8.3,11.1,-13.1,28,1712,130
13/08/15,12:00,32,35,11.9,1007.6,904,48,8.5,11.6,-22.6,28.1,1793,143
13/08/15,13:00,33.2,32,11.5,1006.7,867,48,8.7,11,-22.2,28.1,1757,141
13/08/15,14:00,34.3,28,10.5,1006,803,46,9,11.2,-14.3,28.2,1610,125
13/08/15,15:00,35.4,24,9.6,1005.3,694,42,9.3,11.9,.7,28.2,1350,100
13/08/15,16:00,36,22,9.2,1004.8,535,39,9.4,12.5,19.1,28,1002,69
13/08/15,17:00,36,24,9.9,1004.7,336,36,8.6,12,35.2,28,601,36
13/08/15,18:00,36.9,20,8.7,1004.8,88,28,7.3,11.8,45.3,28.1,170,12
13/08/15,19:00,37,19,8.3,1005,3,20,5.6,10.7,47.8,27.9,12,1
13/08/15,20:00,36.7,20,8.5,1005.7,0,9,4.2,8.7,41.3,27.9,0,0
13/08/15,21:00,36.1,23,9.4,1006.2,0,346,3.8,7.6,27.5,27.8,0,0
13/08/15,22:00,34.4,29,11.1,1006.5,0,325,4.2,8,13.3,27.8,0,0
13/08/15,23:00,33.7,30,11.2,1006.8,0,332,4.3,8,.1,27.7,0,0
13/08/15,24:00,32.9,33,11.7,1007.3,0,340,3.9,7.2,-12.1,27.7,0,0
14/08/15,01:00,32,38,12.7,1007.4,0,337,3.4,6.6,-13.9,27.5,0,0
14/08/15,02:00,31.4,40,13,1007.3,0,353,2.3,4.7,-5.2,27.4,0,0
14/08/15,03:00,30.7,42,13.1,1007.3,0,351,2.5,4.9,7.5,27.4,0,0
14/08/15,04:00,30.2,45,13.7,1007.7,0,16,3.6,6.5,20.6,27.4,0,0
14/08/15,05:00,29,53,15,1007.8,0,30,5.2,7.9,32.6,27.4,0,0
14/08/15,06:00,28.5,55,15.2,1007.9,27,32,6.3,9.6,42.6,27.4,73,4
14/08/15,07:00,27.7,60,15.9,1008.3,152,37,8.4,10.8,48.2,27.5,390,19
14/08/15,08:00,28.2,58,15.8,1008.5,403,39,9.1,11.9,46.2,27.4,793,45
14/08/15,09:00,28.9,56,15.9,1008.5,630,40,9.5,11.6,33.9,27.3,1170,74
14/08/15,10:00,30,51,15.3,1008,779,42,9.8,12.7,16.7,27.4,1478,102
14/08/15,11:00,31.3,45,14.7,1007.4,859,43,9.1,11.6,.9,27.4,1682,126
14/08/15,12:00,32.8,39,13.6,1006.5,884,44,9,11.3,-12,27.5,1768,139
14/08/15,13:00,34,34,12.7,1005.9,852,46,8.8,11,-19.1,27.6,1737,138
14/08/15,14:00,35.4,29,11.7,1005.2,789,44,9,11.8,-15.5,27.6,1590,122
14/08/15,15:00,36.5,24,10.3,1004.4,686,42,9.4,12.8,-4.3,27.6,1337,98
14/08/15,16:00,37.5,20,9,1004,526,37,9.4,13.1,13.2,27.5,983,67
14/08/15,17:00,38.3,16,7.5,1003.8,326,32,9,15.3,31.2,27.5,581,35
14/08/15,18:00,38.5,14,6.5,1004,82,27,7.8,12.8,45.7,27.3,161,11
14/08/15,19:00,38.1,14,6.2,1004.7,3,24,6.3,11.7,50.5,27.3,10,1
14/08/15,20:00,37.7,15,6.9,1005.4,0,22,4.6,8.7,46.8,27.3,0,0
14/08/15,21:00,36.7,21,8.9,1006.1,0,9,3.6,8.6,37.9,27.3,0,0
14/08/15,22:00,34.8,30,11.6,1006.7,0,336,4,9.4,23.1,27.2,0,0
14/08/15,23:00,33.9,31,11.7,1007,0,330,3.7,7.4,5.6,27.2,0,0
14/08/15,24:00,32.9,34,11.9,1007.2,0,340,3.4,6.9,-7.3,27.2,0,0
15/08/15,01:00,31.4,38,12.4,1007.4,0,327,4.4,7.6,-16.1,27.3,0,0
15/08/15,02:00,31,36,11.5,1007.4,0,327,3.9,7.3,-15.2,27.2,0,0
15/08/15,03:00,30.3,38,11.6,1007.6,0,350,2.9,5.8,-3.7,27.1,0,0
15/08/15,04:00,28.8,47,13.4,1007.8,0,26,2.4,4.3,12.5,27.1,0,0
15/08/15,05:00,29.8,39,11.7,1007.7,0,346,3,6,26.8,27.1,0,0
15/08/15,06:00,28.4,49,13.6,1008.2,27,30,3.4,5.9,37,27,68,4
15/08/15,07:00,29.3,47,13.7,1008.4,167,29,4.8,8,46.4,27,374,19
15/08/15,08:00,29.4,49,14.3,1008.3,405,40,7.8,10.6,48.6,27,775,44
15/08/15,09:00,29.8,46,13.9,1008.2,625,46,8.3,10.4,39.3,27.1,1159,74
15/08/15,10:00,31.3,39,12.7,1007.8,774,42,9.1,12.7,23.7,27.1,1465,100
15/08/15,11:00,32.8,32,11.3,1007.2,864,44,9.9,13,6.1,27.2,1668,124
15/08/15,12:00,34.2,29,10.9,1006.2,934,46,9.6,12.5,-10.8,27.4,1752,136
15/08/15,13:00,35.7,24,9.6,1005.1,869,44,10,13,-21.6,27.5,1717,135
15/08/15,14:00,37.2,19,8.2,1004.3,778,41,10.1,13.1,-22.6,27.4,1566,119
15/08/15,15:00,38,17,7.8,1003.7,665,39,10.3,14.3,-12.4,27.4,1305,94
15/08/15,16:00,39.1,14,6.6,1003.3,511,33,10.1,15.2,3.8,27.3,952,64
15/08/15,17:00,39.5,12,5.9,1003.3,308,30,9.1,14.8,22.4,27.2,553,33
15/08/15,18:00,39.3,11,5.3,1003.4,79,27,7.2,12.4,39,27.1,156,10
15/08/15,19:00,39.1,12,5.6,1003.6,3,21,5.3,10.2,50,27,10,1
15/08/15,20:00,38.9,14,6.7,1004.2,0,17,4.8,8.9,51.2,26.9,0,0
15/08/15,21:00,37.5,22,10,1005.1,0,13,4.6,8.9,44.2,26.9,0,0
15/08/15,22:00,36.7,28,11.8,1005.8,0,3,4.5,9.7,30.7,26.9,0,0
15/08/15,23:00,35.5,30,11.9,1006.1,0,11,4.9,10.1,14.5,26.8,0,0
15/08/15,24:00,34.8,30,11.7,1006.1,0,7,4.6,8.9,-.9,26.8,0,0
16/08/15,01:00,34.1,31,11.6,1006.1,0,13,4.2,7.4,-12.1,26.8,0,0
16/08/15,02:00,30.1,50,15.2,1006.2,0,35,3.7,7.3,-15.1,26.7,0,0
16/08/15,03:00,30.9,43,13.6,1006.2,0,33,4.3,6.3,-9,26.7,0,0
16/08/15,04:00,30.9,40,12.7,1006,0,36,4.4,8.2,3.6,26.9,0,0
16/08/15,05:00,28.7,53,15,1006.1,0,32,5.2,7.4,16.4,27.1,0,0
16/08/15,06:00,29.4,42,12.4,1006.3,28,22,4.8,7.5,31.6,27,66,4
16/08/15,07:00,29.2,46,13.3,1006.7,167,32,6.5,8.9,42.1,27.1,369,18
16/08/15,08:00,31.1,36,11.6,1006.8,399,31,6.8,10.3,46.1,27.2,760,44
16/08/15,09:00,31.7,36,11.9,1006.9,612,37,8.7,11.5,41.3,27.2,1133,72
16/08/15,10:00,32.2,36,12.3,1006.6,760,44,7.9,10.5,31.6,27.1,1435,98
16/08/15,11:00,33.3,34,12.1,1005.8,848,41,7,9.2,16.3,27.2,1640,121
16/08/15,12:00,35.3,28,11.1,1004.6,920,47,7.5,9.1,.5,27.4,1727,133
16/08/15,13:00,37.6,21,9.6,1003.7,858,45,7.3,9,-13.7,27.5,1696,132
16/08/15,14:00,38.7,19,9,1002.9,769,48,7.6,10,-21.5,27.6,1550,117
16/08/15,15:00,39.6,17,8.5,1002.4,655,43,8.6,11.4,-18.8,27.6,1287,92
16/08/15,16:00,40.6,14,7.5,1002.2,504,39,8.3,11.3,-7.3,27.5,972,65
16/08/15,17:00,41.4,13,7.2,1001.9,308,33,7.6,11.2,12,27.2,601,36
16/08/15,18:00,42,11,6.3,1001.7,79,25,7,11.5,31,27.3,166,12
16/08/15,19:00,41.4,11,6,1001.9,3,21,5.4,9.1,45.7,27.2,10,1
16/08/15,20:00,41.2,10,5.6,1002.3,0,14,4,8.1,51.5,27.3,0,0
16/08/15,21:00,36.8,22,9.2,1003.1,0,32,3.6,7.9,48.9,27.4,0,0
16/08/15,22:00,37.7,16,7.5,1003.7,0,36,4.5,7.5,39.9,27.2,0,0
16/08/15,23:00,35.5,26,10.5,1004,0,39,3,5.3,24.4,27.2,0,0
16/08/15,24:00,33.8,31,11.3,1004.2,0,31,3,5.6,7,27.2,0,0
17/08/15,01:00,37,19,8.1,1004.2,0,20,2.3,6.6,-7.2,27.3,0,0
17/08/15,02:00,35.1,26,9.9,1004.5,0,27,3.3,7,-16.7,27.4,0,0
17/08/15,03:00,34.3,28,10,1004.4,0,23,3.1,7.5,-12.6,27.2,0,0
17/08/15,04:00,31.3,38,12.1,1004.5,0,31,4.4,8.2,.2,27.2,0,0
17/08/15,05:00,31.2,41,12.9,1004.5,0,41,4.2,7.8,15.5,27.2,0,0
17/08/15,06:00,30.9,36,11.4,1004.9,33,22,3.5,5.8,30,27.2,68,4
17/08/15,07:00,31.1,38,12,1005.2,200,35,4.1,6.4,41.8,27.2,393,20
17/08/15,08:00,33.1,30,10.8,1005.2,420,36,5.7,7.5,50.7,27.2,828,48
17/08/15,09:00,33.3,32,11.6,1005.2,623,47,6.5,8.4,51.4,27.1,1229,83
17/08/15,10:00,34.2,31,11.6,1004.9,785,44,7.1,9.5,41,27.2,1541,116
17/08/15,11:00,36.1,25,10.5,1004.4,899,44,8.5,10.3,27,27.3,1754,142
17/08/15,12:00,37,24,10.4,1003.4,949,46,8.7,10.8,9.3,27.6,1846,156
17/08/15,13:00,38,21,9.8,1002.6,927,46,8.4,10.1,-6.3,27.8,1810,153
17/08/15,14:00,38.9,20,9.8,1001.9,845,45,8,10.1,-17.3,28,1657,135
17/08/15,15:00,39.4,20,10,1001.4,697,45,8,10.9,-16.4,27.8,1373,104
17/08/15,16:00,40,19,9.7,1001.1,510,45,7.2,10.6,-6.8,27.8,1009,69
17/08/15,17:00,41.1,17,8.9,1000.9,292,39,7.5,12,5.7,27.8,574,35
17/08/15,18:00,42.2,17,9.8,1001.3,76,360,5.5,13.2,23.5,27.6,158,10
17/08/15,19:00,39.6,25,12.3,1002.1,3,335,6.1,13.1,40.9,27.5,8,0
17/08/15,20:00,37.9,27,12.4,1003.1,0,329,5.4,11.7,51.8,27.4,0,0
17/08/15,21:00,36,30,12.4,1004.3,0,330,5.8,10.5,53.9,27.4,0,0
17/08/15,22:00,34.7,32,12.5,1005,0,329,5.2,10.4,48,27.2,0,0
17/08/15,23:00,33.8,34,12.7,1005.2,0,324,4.6,10,35.4,27.2,0,0
17/08/15,24:00,33.2,36,13,1005.4,0,321,4.5,9.3,21.9,26.9,0,0
18/08/15,01:00,32.4,41,14.2,1005.8,0,327,4.3,8.6,6.1,26.8,0,0
18/08/15,02:00,32.6,39,13.7,1005.4,0,335,3.3,6.4,-4.5,26.7,0,0
18/08/15,03:00,31.4,46,15.1,1005.6,0,324,4.1,8,-8.6,26.7,0,0
18/08/15,04:00,30.9,49,15.6,1005.7,0,330,3,7.4,-1.6,26.6,0,0
18/08/15,05:00,30.8,48,15.1,1005.7,0,351,2.3,5.3,12.8,26.5,0,0
18/08/15,06:00,30.7,48,15,1005.7,29,17,3.2,7.7,28.1,26.5,62,4
18/08/15,07:00,30.2,52,15.9,1005.8,185,33,6.6,11.1,41.9,26.6,368,19
18/08/15,08:00,31,49,15.6,1005.7,400,33,8.7,12.8,50.3,26.7,792,46
18/08/15,09:00,30.9,51,16.2,1005.8,604,41,9.6,12.5,53,26.7,1196,80
18/08/15,10:00,31.3,50,16.2,1005.5,767,42,9.6,12,48.2,26.7,1515,113
18/08/15,11:00,32.3,47,16.2,1004.9,876,42,9.8,12.9,36.7,26.9,1723,139
18/08/15,12:00,33.4,44,15.9,1004.4,920,43,9.3,11.4,20.1,27.1,1808,151
18/08/15,13:00,34.4,40,15.2,1003.9,898,41,9,11.4,4,27.2,1776,148
18/08/15,14:00,35.6,35,14.2,1003.2,815,41,8.9,11.1,-7.7,27.2,1618,129
18/08/15,15:00,36.5,32,13.8,1002.9,674,42,8.1,10.2,-12.7,27.2,1340,100
18/08/15,16:00,36.5,31,13.3,1002.9,484,40,6.8,9.4,-9.9,27.2,961,65
18/08/15,17:00,38.9,24,11.3,1002.6,280,36,6.8,10.3,.4,27.1,547,33
18/08/15,18:00,39.5,22,10.7,1002.8,75,32,6.1,9.1,17.2,27.1,156,10
18/08/15,19:00,39.1,24,11.9,1003.5,2,351,4.2,8.5,33.2,27.1,8,0
18/08/15,20:00,37,30,13.2,1004.4,0,326,5.4,10.8,46.1,26.9,0,0
18/08/15,21:00,35.6,34,13.7,1005.3,0,325,5.7,10.3,53.8,26.8,0,0
18/08/15,22:00,34.3,37,14.1,1006.1,0,314,5.3,10.4,52.2,26.7,0,0
18/08/15,23:00,33.5,39,14.3,1006.3,0,310,5.2,9.4,44,26.6,0,0
18/08/15,24:00,33.2,41,14.6,1006.5,0,323,4.7,8.6,30,26.6,0,0
19/08/15,01:00,32.7,43,15,1006.6,0,329,4,7.7,14.6,26.6,0,0
19/08/15,02:00,32.5,42,14.7,1006.5,0,332,3.7,6.7,.8,26.6,0,0
19/08/15,03:00,31.9,46,15.4,1006.4,0,349,3.3,7,-7.8,26.6,0,0
19/08/15,04:00,30.3,55,17,1006.7,0,31,4,6.6,-7.4,26.6,0,0
19/08/15,05:00,30.2,54,16.6,1007,0,31,4.4,6.4,1.8,26.6,0,0
19/08/15,06:00,29.8,56,16.8,1007.2,26,33,4,6.1,15.8,26.6,58,4
19/08/15,07:00,29.4,59,17.3,1007.6,178,40,6.4,8.7,30.1,26.6,361,19
19/08/15,08:00,29.9,57,17.1,1007.8,399,38,8.4,11.8,41.4,26.6,786,46
19/08/15,09:00,30.2,55,16.8,1008,598,41,9.5,12,47.5,26.7,1181,78
19/08/15,10:00,30.8,54,16.9,1007.8,756,42,9.1,12,46.9,26.8,1496,110
19/08/15,11:00,31.7,51,17,1007.4,862,47,7.7,9.9,37.9,26.9,1705,136
19/08/15,12:00,32.8,47,16.6,1006.6,909,45,7.3,8.8,26.1,26.9,1797,149
19/08/15,13:00,34,43,16.1,1006,889,44,7.5,9.3,10.3,27.1,1763,146
19/08/15,14:00,36,36,14.8,1005.1,810,43,8.8,11.2,-4.8,27.4,1607,128
19/08/15,15:00,36.8,33,14.4,1004.3,666,42,9.5,11.7,-14.5,27.3,1322,97
19/08/15,16:00,38,30,13.6,1004.1,478,38,9.2,12,-15,27.4,945,63
19/08/15,17:00,40,24,12,1004,268,28,8.4,12.9,-6.5,27.2,522,32
19/08/15,18:00,40.1,22,11.2,1004.4,68,23,7.9,14.1,7,27.2,144,10
19/08/15,19:00,39.9,22,11.3,1005,2,8,5,10.2,21.6,27.1,7,0
19/08/15,20:00,38.1,29,13.3,1006.2,0,336,4.9,9.8,35.9,27,0,0
19/08/15,21:00,36.2,29,12.3,1007,0,332,5.6,10.5,44.6,27,0,0
19/08/15,22:00,35,32,12.5,1007.9,0,328,5,9.5,48.5,27,0,0
19/08/15,23:00,34.2,33,12.5,1008.2,0,332,4.6,8.1,45.5,26.9,0,0
19/08/15,24:00,33.8,34,12.5,1008.5,0,338,3.8,6.8,33.5,26.9,0,0
20/08/15,01:00,32.7,36,12.7,1008.8,0,338,4.5,8.2,17.6,26.8,0,0
20/08/15,02:00,31.6,41,13.4,1008.9,0,328,4.2,8.2,3.1,26.8,0,0
20/08/15,03:00,30.6,40,12.5,1009.1,0,328,5,9.8,-6.4,26.8,0,0
20/08/15,04:00,30.3,43,13.2,1009.3,0,331,4.4,8.1,-8.9,26.8,0,0
20/08/15,05:00,30.3,44,13.5,1009.8,0,354,3.7,7.5,-3.6,26.7,0,0
20/08/15,06:00,29.6,48,14.2,1010,24,22,4.8,8.1,7.3,26.7,54,4
20/08/15,07:00,28.9,54,15.3,1010.3,167,39,7.5,10.9,19.8,26.7,343,19
20/08/15,08:00,29.1,53,15.3,1010.6,385,40,9.7,12.7,31.6,26.7,758,44
20/08/15,09:00,30.6,46,14.4,1010.3,589,33,8.8,12.2,40,26.7,1163,76
20/08/15,10:00,30.8,46,14.7,1009.8,754,42,10.6,13.4,44.2,26.8,1489,109
20/08/15,11:00,32,40,13.7,1009.1,864,44,10.5,13.3,40.9,26.9,1706,136
20/08/15,12:00,33.4,37,13.3,1008.1,904,42,10.8,13.6,31.6,27,1788,147
20/08/15,13:00,34.6,33,12.7,1007.3,880,44,10.6,13.5,18.7,27.1,1746,143
20/08/15,14:00,35.6,30,12.1,1006.8,799,42,10.4,13.4,3.6,27.4,1588,125
20/08/15,15:00,37.4,23,10.4,1006.4,666,37,11.1,16.2,-6.7,27.3,1315,97
20/08/15,16:00,38.7,17,8.2,1005.9,486,31,10.4,15.1,-7.6,27.1,949,63
20/08/15,17:00,39.4,13,6.6,1005.5,276,26,8.7,14.6,-2.5,27,529,32
20/08/15,18:00,39.4,10,5.2,1005.7,68,23,7.6,13.1,6.1,26.9,142,10
20/08/15,19:00,38.9,13,6.1,1005.9,2,22,6.6,10.9,17.9,26.8,6,0
20/08/15,20:00,38.2,17,7.9,1006.5,0,22,5.1,9.4,30.8,26.8,0,0
20/08/15,21:00,36.7,23,9.8,1007,0,24,4.2,6.5,42.5,26.8,0,0
20/08/15,22:00,36.4,19,8.1,1007.5,0,331,3.4,6.4,50.3,26.8,0,0
20/08/15,23:00,35.1,23,9.2,1007.7,0,333,4,7.8,50.2,26.8,0,0
20/08/15,24:00,33.6,30,10.9,1007.8,0,332,4.7,8,41.2,26.8,0,0
21/08/15,01:00,32.7,33,11.5,1007.7,0,331,5.2,8.8,28.8,26.8,0,0
21/08/15,02:00,31.9,37,12.2,1007.8,0,334,4.8,8.4,16.1,26.7,0,0
21/08/15,03:00,30.9,42,13.4,1007.9,0,336,4.7,9.2,5.5,26.7,0,0
21/08/15,04:00,30.5,44,13.6,1008,0,347,3.4,7.3,-.7,26.7,0,0
21/08/15,05:00,29.7,48,14.3,1008.3,0,344,3.6,6.9,-.3,26.7,0,0
21/08/15,06:00,28.8,52,14.7,1008.8,24,346,3.7,6.8,6.9,26.7,57,4
21/08/15,07:00,29.3,50,14.4,1009.1,168,1,3.9,8.4,16.5,26.7,357,19
21/08/15,08:00,29.9,48,14.5,1009.1,396,14,5.7,11.3,26.2,26.7,782,46
21/08/15,09:00,29,56,16.1,1009.1,606,41,9.2,12,36,26.7,1185,79
21/08/15,10:00,29.6,55,16.2,1008.6,766,42,9.6,12.2,44.1,26.7,1502,112
21/08/15,11:00,30.8,50,15.9,1007.7,870,41,9.8,12.2,47.3,26.8,1711,137
21/08/15,12:00,32.1,45,15.3,1006.7,912,42,10.3,12.8,42.4,27,1800,149
21/08/15,13:00,33.5,37,13.5,1006,894,43,10.4,14.4,34,27.1,1772,147
21/08/15,14:00,34.6,31,12.1,1005.4,815,42,10.3,13.8,22,27.3,1615,129
21/08/15,15:00,36.1,26,10.9,1004.6,680,38,10.3,14.3,11.2,27.3,1338,99
21/08/15,16:00,37.3,21,9.5,1004,496,35,10.4,14,3.9,27.2,966,65
21/08/15,17:00,38.1,19,8.9,1003.8,282,30,9.6,14.2,4.8,27,540,32
21/08/15,18:00,37.8,20,9.1,1004.1,65,29,8.2,13.8,10.8,26.9,138,10
21/08/15,19:00,37.6,20,9.1,1004.6,2,20,5.7,10.5,20.5,26.8,6,0
21/08/15,20:00,36.3,27,11.3,1005.5,0,340,4.3,8.6,30.4,26.8,0,0
21/08/15,21:00,34.8,30,11.6,1006.1,0,328,4.8,9.8,41.4,26.7,0,0
21/08/15,22:00,33.6,31,11.3,1006.2,0,327,5,9.8,52.1,26.7,0,0
21/08/15,23:00,32.6,34,11.7,1006.5,0,334,4.4,8.2,55.7,26.7,0,0
21/08/15,24:00,31.6,36,11.8,1006.8,0,333,4.5,8.4,50.6,26.7,0,0
22/08/15,01:00,30.9,36,11.6,1006.7,0,335,4.3,8.4,41.2,26.7,0,0
22/08/15,02:00,30.1,36,10.9,1006.5,0,334,4.3,8.7,31.5,26.6,0,0
22/08/15,03:00,29.6,40,11.7,1006.6,0,334,5,9.4,22.7,26.6,0,0
22/08/15,04:00,29,44,12.8,1006.7,0,336,4.8,8.4,15.4,26.6,0,0
22/08/15,05:00,28.6,48,13.3,1006.5,0,348,4,8.1,12,26.4,0,0
22/08/15,06:00,28.1,51,13.9,1006.7,23,4,3.6,6.9,13.8,26.5,54,4
22/08/15,07:00,28.5,49,13.7,1007,162,10,4.2,8.4,19.4,26.5,345,19
22/08/15,08:00,28.4,53,14.8,1006.9,391,35,7.3,11,27.1,26.5,768,45
22/08/15,09:00,28.5,55,15.3,1006.9,599,40,8.6,11,35.7,26.6,1171,77
22/08/15,10:00,29.1,54,15.7,1006.6,763,44,9.3,11.7,43.9,26.7,1497,111
22/08/15,11:00,30.2,50,15.4,1005.9,866,44,9.7,12.5,49,26.7,1708,136
22/08/15,12:00,31.4,44,14.5,1005.2,910,44,9.7,12.6,49.2,26.9,1800,149
22/08/15,13:00,32.6,38,13.1,1004.4,892,44,9.7,12.2,45.3,27,1766,146
22/08/15,14:00,33.8,32,12,1003.7,812,43,9.5,12.4,37.4,26.9,1604,128
22/08/15,15:00,34.7,29,11.3,1003,674,39,9.7,13,29.6,26.9,1322,98
22/08/15,16:00,35.9,25,10.4,1002.7,487,37,9.8,14.2,22.6,26.9,948,63
22/08/15,17:00,36.7,23,10,1002.7,278,33,9.1,12.8,16.9,26.8,534,32
22/08/15,18:00,37.3,19,8.5,1003,64,26,7.8,13.2,16.6,26.7,136,9
22/08/15,19:00,37,19,8.5,1003.4,1,19,6,10.5,21,26.6,6,0
22/08/15,20:00,36.6,22,9.5,1004,0,353,2.9,6.6,27.2,26.6,0,0
22/08/15,21:00,35,28,11.2,1004.6,0,333,4.2,9.6,37.6,26.5,0,0
22/08/15,22:00,33.8,31,11.4,1004.9,0,329,4.3,8.3,47.8,26.5,0,0
22/08/15,23:00,32.7,33,11.7,1005.1,0,329,4.3,8,53.2,26.5,0,0
22/08/15,24:00,32.2,34,11.5,1005.3,0,334,4.2,8,54.8,26.6,0,0
23/08/15,01:00,31.8,32,10.7,1005.2,0,336,4.2,7.3,52.6,26.5,0,0
23/08/15,02:00,31.4,32,10.5,1004.9,0,337,4.2,7.9,46.4,26.4,0,0
23/08/15,03:00,30.8,34,10.9,1004.8,0,332,4.7,8.2,38.3,26.4,0,0
23/08/15,04:00,30.2,37,11.4,1005.1,0,351,3.4,6.5,29.3,26.4,0,0
23/08/15,05:00,29.5,41,12.2,1005.4,0,342,3.9,7.6,21.6,26.4,0,0
23/08/15,06:00,28.8,46,13.2,1005.9,22,347,3.1,7.8,18,26.3,53,4
23/08/15,07:00,28.7,48,13.4,1006.3,161,356,4,9.5,18.9,26.3,347,19
23/08/15,08:00,29.2,46,13.2,1006.5,388,22,5.6,9.2,22.9,26.3,767,45
23/08/15,09:00,29.1,50,14.2,1006.8,595,32,6.4,11.1,28.9,26.4,1164,77
23/08/15,10:00,29.2,52,15.2,1006.6,758,47,8,10.4,35.9,26.5,1490,110
23/08/15,11:00,30.1,49,15,1006,863,47,8.4,10.2,42.7,26.6,1706,136
23/08/15,12:00,31.2,44,14.3,1005.1,907,48,8.9,11.5,46.3,26.6,1799,149
23/08/15,13:00,32.7,37,13,1004.4,888,46,8.8,11.4,45.5,26.8,1760,146
23/08/15,14:00,33.7,34,12.4,1003.9,806,46,8.3,10.5,40.4,27.1,1597,127
23/08/15,15:00,34.3,32,12.4,1003.3,670,44,8,10.1,33.2,26.9,1322,98
23/08/15,16:00,34.6,32,12.4,1002.8,485,41,7.5,10.2,28.1,26.9,950,63
23/08/15,17:00,35.6,28,11.4,1002.6,274,38,8,11.1,20.5,27,527,31
23/08/15,18:00,36.9,23,9.8,1002.6,62,32,7.2,10.7,14.8,26.8,131,9
23/08/15,19:00,37.4,20,8.7,1003.1,1,26,5.2,9.3,14,26.8,5,0
23/08/15,20:00,37.1,21,9.2,1004,0,358,3.6,7.5,17.3,26.7,0,0
23/08/15,21:00,35.5,28,11.4,1004.5,0,332,4.5,8.9,23.8,26.7,0,0
23/08/15,22:00,34,34,12.8,1004.9,0,318,4.7,8.7,33.8,26.6,0,0
23/08/15,23:00,32.9,38,13.4,1005.2,0,330,4.7,9.5,42.2,26.6,0,0
23/08/15,24:00,31.8,42,14.1,1005.4,0,325,4.5,8.1,47.4,26.6,0,0
24/08/15,01:00,30.6,46,14.6,1005.4,0,328,4.6,8.4,49.6,26.5,0,0
24/08/15,02:00,30,48,14.7,1005.6,0,332,4.6,8.5,47.9,26.5,0,0
24/08/15,03:00,29.1,52,15,1005.9,0,333,4.8,8.8,41.7,26.4,0,0
24/08/15,04:00,28.4,54,15.1,1006.3,0,328,4.7,9.6,34,26.3,0,0
24/08/15,05:00,28.4,51,14.1,1006.8,0,334,5,9.4,24.5,26.4,0,0
24/08/15,06:00,27.7,56,14.8,1007.2,22,333,4.4,7.5,16.4,26.3,53,4
24/08/15,07:00,27.9,54,14.5,1007.8,161,342,4.5,8.9,11.9,26.3,350,19
24/08/15,08:00,28.8,51,14.5,1008,389,1,4.3,8.2,11.3,26.3,772,46
24/08/15,09:00,29.2,51,14.8,1008.1,599,26,5.8,9.7,13.4,26.4,1178,79
24/08/15,10:00,29.4,52,15.2,1007.8,761,43,6.1,8.7,18.9,26.4,1501,112
24/08/15,11:00,29.7,53,15.7,1007.3,866,52,6.8,9.1,26.5,26.6,1716,138
24/08/15,12:00,30.6,48,14.9,1006.5,912,52,7,8.7,34.1,26.6,1810,152
24/08/15,13:00,31.8,41,13.6,1005.8,891,49,7,9.1,36,27.1,1773,148
24/08/15,14:00,33,36,12.8,1005,810,49,7.5,9.6,36.3,27.2,1610,129
24/08/15,15:00,34,32,12.2,1004.3,672,46,7.8,10.2,35.4,27.2,1333,99
24/08/15,16:00,34.5,30,11.7,1003.8,489,42,7.1,9.4,31.6,27,961,64
24/08/15,17:00,36.1,25,10.4,1003.7,283,32,5.5,9.2,24.9,27,549,32
24/08/15,18:00,37.7,17,7.6,1004,58,356,3.8,7.4,16.9,26.9,128,9
24/08/15,19:00,36.6,20,8.4,1004.5,1,343,4,9.1,9.7,26.9,5,0
24/08/15,20:00,35.5,24,9.9,1005.3,0,342,4.1,8.9,7.4,26.8,0,0
24/08/15,21:00,34.7,26,10.1,1006,0,332,4.4,9.7,10.7,26.7,0,0
24/08/15,22:00,33.2,32,11.7,1006.3,0,331,4.8,8.8,16.8,26.7,0,0
24/08/15,23:00,31.5,39,12.9,1006.9,0,337,5,10,24.9,26.7,0,0
24/08/15,24:00,30.4,42,13.1,1007.2,0,349,5.4,10.3,33.6,26.6,0,0
